name,founded_year,country_code,state_code,zip_code,city,address1,address2,raised_amount
Streamd.in,,USA,WA,,King County,,,0
Stratessence,2009,IND,,110019,New Delhi,D-736,CR Park,0
Seven Creative,2004,GBR,,S11 9NN,Sheffield,67 Whirlow Park Road,,0
Startupi,,USA,NY,,NYC,,,0
Softscape,,USA,MA,01778,Wayland,526 Boston Post Road,,0
Smartmove2uk,,IND,,400064,mumbai,"903-2A, Acme Complex, Near Inorbit Mall,  Malad (W) Mumbai- 400 064  India",,0
Shape Up The Nation,2006,USA,RI,02903,Providence,111 Chestnut Street3,,5000000.0
SocialShield,2009,USA,CA,94066,San Bruno,"1000 Cherry Ave, Suite 140",,10000000.0
Sales Graphics,1954,USA,NY,10001,New York,138 West 25th Street,12th Floor,0
Safe Harbor Holdings,,USA,VA,,Vienna,,,0
Souq.com,,ARE,,,Dubai,Dubai Internet city,,0
Small Box Web Design,2006,USA,IN,46220,Indianapolis,"6332 Guilford Ave., Suite 208",,0
SMCE,2008,ARE,,500834,Dubai,"Al Shatha Tower, #2521",Dubai Media City,0
Smart Office Energy Solutions,2009,USA,TX,77002,Houston,440 Louisiana Street,,400000.0
Sencha,2007,USA,CA,94063,Redwood City,1700 Seaport Blvd.,Suite 120,14000000.0
SnA Consulting,2007,TUR,,34398,Istanbul,Maslak Mah. Bilim Sk. Sun Plaza,No:5 K:13,0
Sanaari Software Solutions ,2007,IND,,,Hyderabad,SRT-44 Sr Nagar,,0
Super Cheap Signs?,1995,USA,TX,78758,Austin,9804 Gray Blvd. ,,0
Sneaky Games,,USA,TX,78734,Lakeway,107 Ranch Road 620 S,,0
Seebeyond Technology,1989,USA,CA,91016,Monrovia,800 East Royal Oaks Drive,,0
Sound Reading Solutions,,USA,NY,14850,Ithaca,379 Turkey Hill Road,,0
Sitbetter,2008,USA,CA,92126,San Diego,9530 Cabot Drive,,0
Safe Local Sex,2009,USA,NY,,Albany,44 South 6th,,0
Semafone,2009,GBR,,W4 5QB,London ,250 Gunnersbury Avenue ,,2840000.0
Survey Sampling international,1977,USA,CT,06484,Shelton,6 Research Drive,,0
Social Follow,2009,USA,FL,33755,Clearwater,411 Cleveland St. #134,,0
Southern Communications,1965,GBR,,RG25 2AD,Basingstoke,"Glebe Farm, Down Street",Dummer,0
Sonru.com,2009,IRQ,,Co. Wexford,Enniscorthy,Enniscorthy Enterprise & Technology Centre,Milehouse Rd.,339000.0
"Sitrof Technologies, Inc.",1999,USA,NJ,08540,Princeton,700 Alexander Park,Suite 302,0
SpeakLike,,USA,NY,,New York City,,,0
ScriptPad,2010,USA,CO,,Boulder,,,432000.0
Spot Influence,2009,USA,CO,80302,Boulder,"1048 Pearl Street, Suite J",,352969.0
StatsMix,,USA,CO,,Boulder,,,12000.0
Sid Gabriel Group,,USA,CA,94114,SAN FRANCISCO,1 SATURN ST UNIT 1,,0
Shooger,2009,USA,FL,33134,Coral Gables,3211 Ponce de Leon Blvd.,Suite 102,0
Socialblaze,,USA,CA,,,,,0
Smartfish Technologies,2007,USA,NJ,07631,Englewood,39 Park Place,Suite 201,0
Saguna Networks,2008,ISR,,,Haifa,,,0
SinglePlatform,2009,USA,NY,10004,New York,32 Broadway,1104,1200000.0
SKEDS,2009,USA,TX,76180,North Richland Hills,6851 NE Loop 820,Suite 110,0
SECUDE International,,CHE,,6376,"Emmetten, NW",Bergegg 1,,10700000.0
Secure Software,2001,USA,VA,22102,McLean,2010 Corporate Ridge,Suite 820,9250000.0
SealedMedia,1996,GBR,,HP9 1LW,Beaconsfield,Sorbon,Aylesbury End,8500000.0
Sirna Therapeutics,,USA,CA,94158,San Francisco,"1700 Owens Street, 4th Floor",,28000000.0
SpinX Technologies,,CHE,,CH-1217,Geneva,"29, rue Lect", Meyrin,0
SPS Commerce,,USA,MN,,,,,0
Skinit,,USA,CA,,San Diego,,,12000000.0
SkedX,2006,CAN,,M5E 1E5,Toronto,1 Yonge Street ,Suite 915,0
Socket Store,2010,GBR,,CF38 1AA,Pontypridd,134 Parc Nant Celyn,Efail Isaf,0
StarShine Academy International Schools,2002,USA,AZ,85008,Phoenix,2801 N 31st ST,,0
Savvy Pro Web,,USA,MN,55344,Eden Prairie,6400 Flying Cloud Drive,,0
SCADAgroup,,AUS,,,NSW2291,Unit 5 / 91 Frederick Street,"Merewether, ",0
Shenzhen Jucheng Enterprise Management Consulting Co,2003,CHN,,,Shenzhen,,,14650000.0
Shanghai Infoservice Technology ,,CHN,,200050,Shanghai,"11/F, Liaoyou Mansion","No.1100, 7th Floor, Dingxi Road, Changning District",0
Smarter Ecommerce GmbH,2007,AUT,,4020,Linz,Volksfeststr. 2,,0
Sanmina-SCI,,USA,CA,95134,San Jose,2700 North First Street,,0
Sage Group,,GBR,,NE13 9AA,Newcastle Upon Tyne,North Park,,0
SONDA,,CHL,,,Santiago,,,0
soundnet,2000,GBR,,NW6 2EG,London,Maygrove House,67 Maygrove Road,0
Seismic,2004,USA,MD,21076,Hanover,7550 Teague Rd.,Suite 404,0
Scopelec,1973,FRA,,31250,Revel,rue Gay-Lussac,Zone Industrielle de la pomme,10980000.0
Soligenix,,USA,NJ,08540,Princeton,29 Emmons Drive,Suite C-10,5160000.0
SDLC Solutions,,GBR,,SK9 5AG,Wilmslow,Wilmslow House,Grove Way,0
simfy,2006,DEU,,50825,Cologne,Vogelsanger Strasse 187,,8840000.0
Stonewood Group,,GBR,,BH20 4DY,Dorset,"Sandford Lane, Wareham",,0
Shima Electronic Industry,,JPN,,,Mie,1093 Tsumura-cho,Ise-city,0
St Ives,,GBR,,SE1 0NX,London,St Ives House,Lavington Street,0
Solargen Energy,,USA,CA,95014 ,Cupertino,20400 Stevens Creek Blvd,Suite 740,4100000.0
Scality,,USA,CA,94111,San Francisco,50 California Street,Suite 3200,13000000.0
Shenzhen Lianheng Technology,1996,CHN,,,Shenzhen,No.12 Lingwu Industrial Zone,"Guanlan,Bao'an",0
Sarcom,,USA,OH,43035,Lewis Center,8337-A Green Meadows Drive North,,0
svh24.de,,DEU,,44143,Dortmund,Unterste-Wilms-Str. 53,,4830000.0
Strobe,2010,USA,CA,,San Francisco,,,2500000.0
simplastics,2004,USA,FL,33154,Bay Harbor Islands,1160 Kane Concourse,Suite 301,0
Storify,2009,USA,CA,94103,San Francisco,"717 Market, #300",,2023000.0
Suntrough Energy,2009,USA,CA,,,,,0
SRL Group,,ISR,,61580,Tel Aviv ,"P.O.Box 58094, Kiryat Atidim",,0
Sunshine Remodeling & Sunrooms,1993,USA,TX,75229,Dallas,2410 Glenda Ln.,,0
Sempra Energy Trading,1990,USA,CT,06902,Stamford,58 Commerce Road,,0
Sophia Wireless,2000,USA,VA,20151,Chantilly,14225-C Sullyfield Circle,,0
Securitag Assembly Group,,TWN,,412,Taichung,"No.1, Gongye 9th Rd.",Dali City,0
Storefront Social,2010,USA,TX,78762,Austin,PO Box 6212,,0
SolarPrint,2008,IRL,,8,Dublin,25-26 Blackpitts,,1930000.0
Spectrum Devices,2003,USA,PA,19440,Hatfield,2880 Bergey Road,,750000.0
SpeakerRate,2008,USA,VA,22046,Falls Church,400 South Maple Avenue,Suite 200,0
Shoefitr,2010,USA,PA,15203,Pittsburgh,2325 East Carson St,,30000.0
Synesi,,USA,PA,15206,Pittsburgh,"401 Hastings Street, No 2",,30000.0
Slamstr,2010,USA,NY,,New York City,,,0
Slashes and Dots,2007,MYS,,59200,Kuala Lumpur,"No 1-7, Signature Office,","The Boulevard Mid Valley City, Lingkaran Syed Putra",0
Saavn.com,2007,USA,NY,,New York,,,6000000.0
SIAJE,2009,FRA,,69650,Saint Germain au Mont d'Or,67 bis chemin de maintenue,,0
Shiva Media,2010,USA,CA,93108,Santa Barbara,,,0
Smith Geiger,,USA,CA,91361,Westlake Village,31365 Oak Crest Drive #150,,0
SecureWave,1996,LUX,,8070,Bertrange,Atrium Business Park,"23, rue du Puits Romain",3900000.0
SunCap Financial,,USA,TX,77010,Houston,One Houston Center,"1221 McKinney, Suite 3030",0
Salient Stills,2000,USA,MA,02134,Boston,119 Braintree St.,,0
ShadesCases inc.,2007,USA,CO,80124,Lone Tree,9111 Kornbrust Circle,,110000.0
Sayvee,2008,CAN,,,Kelowna,,,0
Service Fox,2008,USA,,,Los Angeles,,,0
Software Allies,2003,USA,TX,75701,Tyler,provide a high level of availability and many communication options for our clients. Please call our toll free sales and support number or reach us by any of the below options. We would be happy to schedule an on-site visit with you. Please contact our Sa,,0
Sitar Group,2006,USA,IL,60654,Chicago,372 W. Ontario,Suite 501,0
Snip.ly,,USA,CA,,San Francisco,,,0
SocialMixr,2007,USA,CA,,,,,0
SavvyData,,USA,CA,94061,Redwood City,50 Woodside Plaza,Suite C,0
SinDelantal,2010,ESP,,28010,Madrid,,,0
StyleFactory,2010,USA,NY,10018,New York,"325 W. 38th St, #1402",,500000.0
Sun Shine Info Tech,,IND,,641014,Coimbatore ,"No.24-A, Lakshmipuram","D.S.P Compound First floor , Ganapathy",0
Smiths Interconnect,,USA,CA, 91361,Thousand Oaks,350 Conejo Ridge Ave.,,0
Sierra Snowboard,2004,USA,CA,,Sacramento,,,0
SmarterTools,,USA,AZ,85027,Phoenix,1903 W. Parkside Lane,Suite 106,0
Senesco Technologies,,USA,NJ,08901,New Brunswick,303 George St,Suite 420,11500000.0
Sportech,,GBR,,W1U 1QU,London,101 Wigmore Street,,0
Scientific Games Racing,,USA,GA,30005,Alpharetta,1055 Windward Ridge Parkway,,0
Sirit,,CAN,,M5H 2W9,"Toronto, ON","372 Bay Street, Suite 1100",,0
Seismo-Shelf,,RUS,,196084,St.- Petersburg,"street Smolensk 9, A",,5000000.0
SinoHub,,CHN,,518057,Shenzhen,"6/F, No. 5 Qiongyu Road, Central Area, Technology Park, Nanshan District,",,4610000.0
SolvAxis,1987,CHE,,CH-2605,Sonceboz,Z.I. de la Suze,,4550000.0
Siliconware Precision Industries,1984,TWN,,,Taichung,"No. 123, Sec. 3, Da Fong Road, Tan tzu",,0
Setred,,NOR,,0349,Oslo,Forskningsparken Gaustadall?en 21,,2880000.0
SmartCells,,USA,MA,01915,Beverly,100 Cummings Center,Suite 419E,4100000.0
SecretBuilders,2007,USA,CA,94025,Menlo Park,68 Willow Road,,2300000.0
S1 Corporation,,USA,GA,30092,Norcross,705 Westech Drive ,,0
Soluciones Grid,2006,USA,CA,94065,Redwood City,203 Redwood Shores Parkway,#280,1820000.0
Solve,2009,USA,IA,,Grinnell,,,0
SiteWit,2007,USA,FL,33548,Tampa,17543 N Dale Mabry Hwy,,825000.0
SensGard,2004,USA,NY,14534,Pittsford,101 Sully's Trail,Bldg. 10,275000.0
sunrank,2010,CAN,,M5E 1K3,Toronto,69 Yonge Street,5th Floor,0
SpotOn,2010,USA,NY,10001,New York,37 W. 28th St,5th floor,0
Systems Integration & Automation,,GBR,,S25 2JZ,Sheffield,"Systems House, West Carr Road","Brooklands Park, Dinnington",0
Solesys,2001,CHE,,CH-1091 ,Aran,Pra-Forny B1,,0
ShopSmartSearch,2005,USA,CA,,,,,0
StaffMD,,USA,FL,34446,Homosassa,199 Daisy Street,,0
ShopAlive,2009,CHE,,1201,Geneva,"14, rue du Mont Blanc",,0
Secured Globe,2009,USA,NY,10036,,,,0
SchoolTube,2007,USA,MO,63128,St. Louis,10024 Office Center Ave,Suite 200,3050000.0
ScanCorner,2010,IND,,500036,Hyderabad,"ScanCorner, c/o IACG","Nandini complex, Dilsukhnagar",0
SoftRun,,PRK,,,Seoul,"Hyundai Bldg 9F, #175-9","Jamsil-dong, Songpa-gu",1470000.0
SeamMedia Technology Solutions Services,2010,PHL,,1227,Makati City,"Unit 32 Zeta Bldg, ",191 Salcedo St. Legaspi Village,0
Strategic Analytics,,USA,NM,87505,Santa Fe,2935 Rodeo Park Drive E,,0
SphereOptics,,USA,NH,03278,North Sutton,231 Shaker Street,,0
SMS Management & Technology,,AUS,,2609,ACT,Ground Floor 8 Brindabella Circuit,Canberra Airport,0
SmartSignal,1999,USA,IL,60532,Lisle,901 Warrenville Road,Suite 300,250000.0
SilMach,,FRA,,25000 ,Besan?on,B?timent Temis Innovation,"18, rue Alain Savary",218000.0
SiteQuest Technologies,2009,USA,UT,84102,Salt Lake City,747 East South Temple,Suite 200,0
SMS Italia Srl,,ITA,,40121,Bologna,"Vicolo Carega, 3",,0
Selene+Norman,2010,IND,,,Thiruvananthapuram,,Technopark,0
Shortpath,,USA,NY,10017,New York,360 Lexington Avenue,2nd Floor,0
SafeData,,USA,RI,02886,Warwick,250A Centerville Road,,0
Samhwa Networks,1991,KOR,,137-885,Seoul,Yeuksahm-dong 705-17 5th Floor,Kangnam-gu,0
Spectrum,,USA,TX,77084,Houston,16225 Park Ten Place,Suite 300,0
StaffCV,1999,NZL,,1010,Auckland,"Level 2, 125 The Strand",Parnell,0
Saratoga Technology and Energy Park,2001,USA,NY,12020,Malta,10 Hermes Road,,0
SUNY Fredonia Technology Incubator,,USA,NY,14048,Dunkirk,214 Central Ave.,,0
Selective Marketing,2006,USA,AL,35405,Tuscaloosa,345 Bear Creek Cutoff Rd,,0
SILESIA TV,,POL,,,,,,0
Socialspiel,2010,AUT,,1060,Vienna,Schmalzhofgasse 26/5-6,,0
SAK Architect,2006,PAK,,74800,Karachi,"No: 5, 121, Alamgir Road",Bahadurabad,0
Storex,1989,FRA,,93165 ,NOISY-LE-GRAND Cedex,"33, rue du Ballon ",,0
Source4Style,2009,USA,NY,11211,Brooklyn,573 Metropolitan Avenue,2nd Floor,0
South Side Innovation Center,,USA,NY,13205,Syracuse,2610 South Salina St,,0
Stardust Entrepreneurial Institute,2009,USA,NY,13021,Auburn,2 State Street,,0
Start-Up Suite Incubator Program,,USA,NY,13850,Vestal,85 Murray Hill Road,,0
SustainableWorks NYC,,USA,NY,10075,New York,535 East 80th Street,"3rd Floor, Room 305",0
ShareSquare,2010,USA,CA,,Los Angeles,,,150000.0
SalesforceCAD,2010,USA,IA,51237,George,3823 160th Street,,0
Sunshine Suites,,USA,NY,10013,New York,,12 Desbrosses Street,0
ServiceTick,2007,GBR,,NR1 1RY,Norwich,18-20 Thorpe Road,,0
ServiceM8,2009,AUS,,0810,Darwin,,,0
SBSH Software,2004,ISR,,64241,Tel Aviv,,,0
Syracuse Center of Excellence,,USA,NY,13244,Syracuse,727 East Washington St.,,0
Starting Point,2010,NLD,,2032RC,Haarlem,A.L Dyserinkstraat 26J,,0
Sliced Simple,2009,USA,CA,94041,Mountain View,257 Castro Street #215,,0
Sensorcon,2006,USA,NY,14228,Buffalo,25 John Glenn Drive,,0
Securus,,USA,NC,27518,Cary,543 Keisler Drive,Suite 104,0
Selidbe - Delic Transport,2007,CSS,,11000,Beograd,Obalskih Radnika 25,,0
SolidFire,2010,USA,GA,,,,,12035000.0
Stipple,2010,USA,CA,94107,San Francisco,360 Ritch,3rd Floor,2000000.0
Spotlight Mobile,,USA,OR,97209,Portland,725 NW Flanders St. #301,,0
Solariat,2009,USA,CA,94111,San Francisco,Pier 33 South Embarcadero,Suite 201,1000000.0
SmartLink Radio Networks,1991,USA,CT,06492,Wallingford,1269 South Broad Street,3rd floor,15000000.0
SMEStorage,2008,GBR,,,,,,0
Stirthemix.com,2010,GBR,,LE2 0QR,Leicestershire,Stirthemix.com Limited,"Prebend House, 72 London Road, Leicester",0
Simulated Surgical Systems,2009,USA,NY,14221,Williamsville,5225 Sheridan Dr.,,0
Shire,,IRL,,,Dublin,5 Riverwalk,Citywest Business Campus,0
SilicoLife,2010,PRT,,4710-374,Braga,"Rua D. Pedro V, 88, 2? Esq.",,0
Sensicast Systems,2002,USA,MA,02494,Needham,200 Reservoir Street,Suite 100,13000000.0
Steam-Engine,2010,AUS,,2000,Sydney,"Level 3, 6 Bridge Street",,0
SBclick,2009,USA,CA,92109,Santa barbara,,,0
StuffBox,2009,USA,CA,90254,Hermosa Beach,532 Hermosa Ave,Suite 3,0
SameSky Tickets,,USA,MT,59802,Missoula,1121 E. Broadway,Suite 143A,0
SEOgadget,2010,GBR,,EC2A 4LW,London,66 Leonard Street,,0
scrible,,USA,CA,94401,San Mateo,204 E. 2nd Avenue,No. 102,500000.0
Secret Lab,2008,AUS,,7000,West Hobart,PO Box 3030,,1300000.0
Selloscope,2009,USA,TX,75040,Garland,5435 North Garland Ave,Ste. 140 #232,0
SeqCentral,2010,USA,VA,,Blacksburg,2309 Capistrano Street,,0
SkyeTek,,USA,CO,80202,Denver,1525 Market St.,Suite 200,8000000.0
SOD Technologies,2009,IND,,682035,Ernakulam,"2nd Floor, Shreejee Tower, Near Ambedkar Stadium, C.P. Ummer Road",,0
Seavus Group,,SWE,,211 20,Malmoe,Skeppsbron 5,,0
Social Media Specialist,,ITA,,,,,,0
Scoop Interactive,2010,USA,CA,92651,Laguna Beach,450 Ocean Ave Suite B,,0
Stony Brook Center of Excellence,,USA,NY,11794-6040,Stony Brooke,1500 Stony Brook Road,,0
Smart Senior Living,2007,USA,CA,92592,Temecula,32986 Terrace Drive,,0
Semacraft,2005,KEN,,00505,Nairobi,PO Box 21429,,0
SRL Global,2007,GBR,,UB11 1FW,Heathrow,8 The Square,Stockley Park,0
Send the Trend,2010,USA,NY,10110,New York,500 5th Avenue,12th Floor,3000000.0
Security Camera Warehouse,,USA,NC,28786,Waynesville,144 Thomas Park,,0
SCW,,USA,NC,28786,Waynesville,144 Thomas Park,,0
Streamcore System,,FRA,,92800 ,Puteaux,Immeuble Avant-Seine,"11-15, Quai de Dion Bouton ",3790000.0
Shenick Network Systems,,IRL,,,Co Dublin,"Brook House,  Corrig Avenue",Dun Laoghaire,3250000.0
Sonexis,,USA,MA,01876,Tewksbury,400 Network Center Drive,,2500000.0
Scottish Enterprise,1991,GBR,,G2 8LU,Glasgow,5 Atlantic Quay,150 Broomielaw,0
SEOguru Technologies,2004,IND,,700032,Kolkata,8/3 Centra Park (Ground Floor),,0
Saratoga Technology Accelerator,,USA,NY,12866,Saratoga Springs,125 High Rock Ave,,0
Schenectady County Community Business Center,2000,USA,NY,12307,Schenectady,920 Albany St,,0
Sellmoo Inc,2010,USA,FL,,,,,0
Signum Biosciences,2002,USA,NJ,08852,Monmouth Junction,7 Deer Park Drive,Suite H,0
Savi Technology,,USA,VA,22304,Alexandria,3601 Eisenhower Avenue,Suite 280,2000000.0
Streamline Social,2008,USA,CA,94117,San Francisco,1155 stanyan st,,0
Startics,2010,COL,,,Bogot?,Calle 140B #54-07,,0
Superfuture Labs,2011,USA,CA,94301,Palo Alto,,,0
Sagge,2003,FRA,,69410,Champagne au Mont d'Or,12 chemin du Ch?teau d'Eau,,580000.0
Surveylab Group,,NZL,,,Wellington,"42 Adelaide Rd,",PO Box 6529,1390000.0
SUNY Ulster Business Resource Center,,USA,NY,12401,Kingston,One Development Court,,0
SwellPath,2008,USA,OR,97209,Portland,411 NW Park Avenue #400,,0
Samurai Incubate,2008,JPN,,176-0004,Tokyo,Samurai House 7-66-2 Kotakechou,Nerima-ku,0
SITEROID JAPAN,2009,JPN,,,Tokyo,Freggio gotanda3F 8-8-2 Higashigotanda,Shinagawa-ku,0
Sunny Fares Travel ,,GBR,,SE3 8PS,London,50 Hargood Road,,0
SocialKaty,2010,USA,IL,60611,Chicago,355 East Ohio,Suite 4309,0
Smooth-Stone,2008,USA,TX,78759,Austin,3925 W Baker Ln,,48000000.0
Select Start Studios,2009,CAN,,K1N 5X8,Ottawa,185 Rideau Street,Suite 200,0
Swingly,2010,USA,TX,75082,Richardson,1701 N Collins Blvd #2000,,0
Spark Labs,2007,USA,FL,33605,Tampa, 2701 N. 19TH ST,,0
Sensor CAT,,USA,NY,11794-3717,Stony Brook,Old Chemistry Building,2nd Floor Room 214,0
silicis technologies,2008,USA,IN,46074,Westfield,17406 Tiller Court,STE 200,0
Simplifydigital,,GBR,,W6 0NB,London,1 Lyric Square,,0
SnapVR,,USA,CA,92106,San Diego,1220 Rosecrans St. #291,,0
SmartPlanet,1999,USA,CA,94105,San Francisco,235 2nd St,,0
SI-BONE,,USA,CA,95128,San Jose,550 South Winchester Blvd,Suite 620,10600000.0
SkyePharma,,GBR,,W1J 7NJ,London,105 Piccadilly,,0
SavingStar,2010,USA,MA,02451,Waltham,400 Totten Pond Rd,Suite 120,10700000.0
Surfmandu,,NPL,,12226,Kathmandu,Lazimpat,,80000.0
Sensus Healthcare,,USA,FL,33487 ,Boca Raton,851 Broken Sound Pkwy NW,#215,0
SpectraFluidics,,USA,CA,93117 ,Goleta,"6950 Hollister Ave, ",Suite 104 ,0
Suzerein Solutions,2008,MYS,,47100,Puchong,"36-2, Jalan Bandar Lima Belas,","Pusat Bandar Puchong, Selangor",260000.0
Sanborn Media Factory,2004,USA,NY,10001,New York,25 West 31st Street,2nd Floor,0
Selnet,2003,ARG,,,Buenos Aires,,,0
SmartGrains,2009,FRA,,75013,Paris,"15, rue Jean Baptiste Berlier",,0
sweetpaperlane.com,2007,USA,CA,,Thousand Oaks,,,0
Spacenet,,USA,VA,22102,McLean,1750 Old Meadow Road,,7500000.0
Swyft Technology,2004,USA,FL,32256,Jacksonville,10151 Deerwood Park Blvd,Building 200,0
Simperium,2010,USA,CA,,San Francisco,,,0
SELLDELHI TRAVELS,1989,IND,,110019,delhi,market 2 ,c r park,0
Senturus,2008,USA,CA,94010,Burlingame,119 Newton Dr.,,0
Stumpwise,2010,USA,CA,,San Francisco,,,0
SmartFile,2009,USA,IN,46032,Indianapolis,5420 North College Ave,Suite L6,0
Samedi,,DEU,,,Berlin,,,0
Scoutme.com,2010,USA,CA,91302,Calabasas,23901 Calabasas Rd,suite 2018,0
Sekhar Research Innovations,,MYS,,46300,Petaling Jaya,"C-19-6, Dataran 32","Jalan 19/1, Section 19",0
SPADAC,2002,USA,VA,22102,McLean,7921 Jones Branch Drive,,0
Spectrum Interactive,,GBR,,HP2 4YJ,Hemel Hempstead,One Park Lane,,0
SocialParadox,2009,USA,NV,89128,Las Vegas,3125 N. Buffalo Suite 1063,,0
salsaDev,2009,CHE,,,Geneva,,,0
Symbaloo,2007,NLD,,,Delft,Oude Delft 224,2611HJ,0
SpaceCurve,2009,USA,WA,,Seattle,,,1100000.0
Storeside,,USA,CA,94103,San Francisco,380 7th Street,,0
"SPINX Inc.,",,USA,CA,91201,"Glendale, LA",1616 Victory Blvd.,Suite 201,0
Six Spoke Media,2009,TWN,,,Taipei 104,"3F, No. 8, Sec. 3, Zhongshan N. Rd.",,0
Showroomprive,,FRA,,,Paris,,,0
SocketLabs,,USA,DE,19703,Claymont,650 Naamans Road,Suite 307,0
Structo,2010,USA,DC,20036,Washington,1510 19th St Nw,,0
StudyBuddyCampus,2010,USA,AZ,85338,Phoenix,,,0
Sopogy,2002,USA,HI,96819,Honolulu,2660 Waiwai Loop,,0
Synchromation,2009,FRA,,13120,Gardanne,10-14 avenue Charles de Gaulle,,0
Snapjack Wireless,2010,USA,MI,48108,Ann Arbor,900 Victors Way,Suite 100,0
StackFu,2010,USA,,,,,,0
Smart Storage Group,1998,AUS,,3189,Moorabbin ,8 Edgecombe Court,,0
SRS | Shareholder Representative Services,2007,USA,CA,94111,San Francisco,601 Montgomery Street,Suite 2020,0
Smart Holograms,2001,GBR,,CB4 0WF,"Milton, Cambridge",291 Cambridge Science Park,Milton Road,6790000.0
Smart MultiMedia,2007,USA,TX,77098,Houston,2440 South Boulevard,Suite 105,0
"SecureCare Technologies, Inc. ",1999,USA,TX,78746,Austin,4611 Bee Caves Road,Suite 306,0
SeekandHit,2007,HRV,,21000,Split,Ma?. ?etali?te 73,,0
Simply Smart Technology,,USA,IL,60613,Chicago,1405 W Irving Park Rd,,0
SAFE ID Solutions,2003,DEU,,82008,Munich,Ottobrunner Strasse 43,,9100000.0
Student-Run Venture Funds,2010,USA,ND,58203,Grand Forks,4200 James Ray Drive Suite 102,,0
Sri Sresti Marketing Solutions,2002,IND,,520003,Vijayawada,"16-3-32/B, Kowtha street,",Purnanandampet,0
SimbirSoft,2001,RUS,,,Ulyanovsk,"1 Narimanova str, bld. 2",,0
Synexus,,GBR,,PR7 1NY,"Chorley, Lancashire",Sandringham House,Ackhurst Park,0
Softmedia,2000,USA,MA,,Boston,,,0
Securepoint Security Solutions,,DEU,,14467,Potsdam,Behlertstrasse 3,,0
SoftVu,,USA,KS,66213,Overland Park,12920 Metcalf,Suite 200,0
Specs And Glasses.com,2008,GBR,,,,,,0
Syllabontes,,USA,CA,94108,San Francisco,848 California St,,0
Slocum Design Studio,,USA,MA,02748,Dartmouth,1167 Russells Mills Road,2nd Floor,0
Seven10 Storage,,USA,MA,,Lawrence,,,0
ScheduleSmart,1997,USA,CO,80211,Denver,2525 15th Stree,,0
Stuzo,,USA,PA,,Philadelphia,,,0
Spinlet,2006,GBR,,WC1,London,Soho Square 18,,0
SILVER EGG TECHNOLOGY,1998,JPN,,,,Daidomon headquarters Bldg 5F 9-22 Toyotsu-cho Suita City Osaka 564-0051 JAPAN,Sanyu Bldg #403 84 Kandasakumagashi Chiyoda-ku Tokyo 101-0026 JAPAN,0
SportsMEDIA Technology,,USA,NC,27707,Durham,3511 University Drive,,12500000.0
Socowave,,IRL,,4,"Belfield, Dublin","NovaUCD, Belfield Innovation Park",,3800000.0
Safeharbor Technology,1998,USA,WA,98188,Tukwila,16400 Southcenter Parkway,Suite 407 ,5000000.0
Study Hall Research,2010,USA,FL,33611,Tampa,1120 East Kennedy Blvd.,Suite 230,0
SystemsNet,2004,USA,MD,20817,Bethesda,6701 Democracy Boulevard ,Suite 150,1500000.0
Smashing Boxes,2010,USA,NC,27701,Durham,334 Blackwell St,Suite B016,0
System Bookings,2010,GBR,,CM13 3FR,Brentwood,Jubilee House,3 The Drive,0
Sorbent Therapeutics,,USA,IL,60061,Vernon Hills,750 E. Bunker Court,Suite 900,21800000.0
Sapling Learning,,USA,TX,78751,Austin,4315 Guadalupe St,Suite 201,2500000.0
Silicon & Software Systems,,IRL,,18,"Leopardstown, Dublin ",South County Business Park,,11820000.0
Sionex,2001,USA,MA,01730,Bedford,8-A Preston Court,,12000000.0
Scan?Jour,1983,DNK,,2000,Frederiksberg,C. F. Richs Vej 107,,4820000.0
SG Biofuels,,USA,CA,92024,Encinitas,132. N. El Camino Real,Suite O,9400000.0
Semper Software,2010,NLD,,3528 BB,Utrecht,Orteliuslaan 850,,0
Scrumers,2010,FRA,,75,Paris, ,,0
SachManya,2009,USA,CA,94085,Sunnyvale,440 N. Wolfe Rd,,0
SFW LLC,,USA,CA,,Marina Del Rey,4223 glencoe,,0
Sterling InfoSystems,,USA,NY,10011,New York,249 West 17th Street Floor 6,,0
Spinback,,USA,NY,10003,New York,36 East 12th Street,,0
SpringCM,2005,USA,IL,60654,Chicago,350 North Orleans Street,Suite 900,15000000.0
Streemio,2010,GHA,,,Accra,"19, Banana Street, East Legon",,0
Symphonic Source,2010,USA,TX,25234,Dallas,12200 Ford Rd,Ste 282,0
Signazon.com,2005,USA,TX,75243,Dallas,12021 Plano Rd.,Suite 170,0
Standing Dog,2005,USA,TX,75206,Dallas,6060 N Central Expy,Suite 350,0
Sabirmedical,,ESP,,08028 ,Barcelona,Bio-Incubadora PCB-Santander Parc Cient?fic de,"Barcelona C/Baldiri Reixac, 4-6",0
"Seattle Nutritionist - Michelle Babb MS, RD, CD ",,USA,WA,98116,Seattle,,,0
Store-Locator.com,2009,CHE,,9102,Herisau,Postfach 1544,,0
Streamonweb,2008,IND,,122001,Gurgaon,"B-208, Sushant Lok",,0
SparkLabs,,AUS,,2795,Bathurst,,,0
Superfly,2010,ISR,,,Tel Aviv,12 Gruzenberg St,,500000.0
SuffesCom Solutions,2005,IND,,160017,Chandigarh,"Chandigarh, Punjab",,0
StoreFront Consulting,2009,USA,MD,21244,Baltimore,9807 Old Court Rd,,0
